show_id,type,title,director_id,country,date_added,release_year,rating,duration,description
1853,TV Show,Power Rangers Beast Morphers,,United States,2020-10-15,2020,TV-Y7,2 Seasons,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.
1854,Movie,Rooting for Roona,,India,2020-10-15,2020,TV-PG,42 min,"In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey."
1855,TV Show,Social Distance,,United States,2020-10-15,2020,TV-MA,1 Season,"Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart."
1856,Movie,A Choo,,Taiwan,2020-10-14,2020,TV-14,101 min,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain."
1857,Movie,BLACKPINK: Light Up the Sky,18476,United States,2020-10-14,2020,TV-14,80 min,Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
1858,Movie,The Three Deaths of Marisela Escobedo,12247,Mexico,2020-10-14,2020,TV-MA,110 min,This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.
1859,Movie,Fida,30733,India,2020-10-13,2004,TV-14,117 min,An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.
1860,Movie,Octonauts & the Great Barrier Reef,21495,United Kingdom,2020-10-13,2020,TV-Y,47 min,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home."
1861,TV Show,The Cabin with Bert Kreischer,,United States,2020-10-13,2020,TV-MA,1 Season,"Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul."
1862,Movie,Dil,23007,India,2020-10-12,1990,TV-14,165 min,A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.
1863,Movie,Disco Dancer,30773,India,2020-10-12,1982,TV-14,134 min,"A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft."
1864,Movie,Hunterrr,1381,India,2020-10-12,2015,TV-MA,140 min,A sex-obsessed young man tries to put his past behind him when he falls for an extraordinary woman who makes him want to change his lifestyle.
1865,TV Show,Kipo and the Age of Wonderbeasts,,United States,2020-10-12,2020,TV-Y7,3 Seasons,"Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew."
1866,Movie,Phir Hera Pheri,10013,India,2020-10-12,2006,TV-14,150 min,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster."
1867,Movie,The Legend of Bhagat Singh,32628,India,2020-10-12,2002,TV-14,156 min,"This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920."
1868,Movie,House of the Witch,24932,United States,2020-10-11,2017,TV-MA,86 min,A group of daring teens finds themselves in a fight for their lives inside a haunted house when a sinister spirit crashes their Halloween party.
1869,TV Show,Deaf U,,United States,2020-10-09,2020,TV-MA,1 Season,"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University."
1870,Movie,Ginny Weds Sunny,32552,India,2020-10-09,2020,TV-MA,126 min,"Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother."
1871,Movie,My Step Dad: The Hippie,15605,"Turkey, South Korea",2020-10-09,2018,TV-MA,100 min,"When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married."
1872,Movie,Super Monsters: Dia de los Monsters,,Canada,2020-10-09,2020,TV-Y,25 min,"The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!"
1873,Movie,The Forty-Year-Old Version,28455,United States,2020-10-09,2020,R,124 min,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
1874,TV Show,The Haunting of Bly Manor,,United States,2020-10-09,2020,TV-MA,1 Season,"Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House."""
1875,Movie,Bigflo & Oli: Hip Hop Frenzy,,France,2020-10-08,2020,TV-MA,100 min,"Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour."
1876,TV Show,Do Do Sol Sol La La Sol,,South Korea,2020-10-08,2020,TV-14,1 Season,"A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love."
1877,Movie,Palermo Hollywood,8193,Argentina,2020-10-08,2004,TV-MA,106 min,A pair of petty criminals from different backgrounds get tangled up in a gangster's kidnapping scheme that goes awry.
1878,TV Show,Private Lives,,South Korea,2020-10-08,2020,TV-14,1 Season,"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation."
1879,TV Show,The 100,,"United States, Canada",2020-10-08,2020,TV-MA,7 Seasons,"A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable."
1880,Movie,Hubie Halloween,16510,United States,2020-10-07,2020,PG-13,104 min,"Hubie's not the most popular guy in Salem, Mass., but when Halloween turns truly spooky, this good-hearted scaredy-cat sets out to keep his town safe."
1881,TV Show,To the Lake,37345,Russia,2020-10-07,2020,TV-MA,1 Season,"Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive."
1882,Movie,American Pie 9: Girls' Rules,9885,United States,2020-10-06,2020,R,96 min,Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.
1883,Movie,Dolly Parton: Here I Am,38431,United Kingdom,2020-10-06,2019,TV-14,90 min,"Dolly Parton leads a moving, musical journey in this documentary that details the people and places who have helped shape her iconic career."
1884,Movie,StarBeam: Halloween Hero,25404,Canada,2020-10-06,2020,TV-Y,33 min,"Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!"
1885,Movie,Walk Away from Love,25272,United States,2020-10-06,2017,TV-14,81 min,"Heartbroken from her last relationship, an attorney is wary of falling in love again. But crossing paths with an ex upends her plans to finally move on."
1886,TV Show,Bad Boy Billionaires: India,,India,2020-10-05,2020,TV-14,1 Season,"This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons."
1887,Movie,David Attenborough: A Life on Our Planet,,"United States, United Kingdom",2020-10-04,2020,PG,84 min,"A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future."
1888,Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",20250,Canada,2020-10-03,2020,TV-MA,44 min,"From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek."""
1889,Movie,Good Game: The Beginning,9018,Turkey,2020-10-03,2018,TV-14,115 min,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.
1890,TV Show,Pat a Pat Como,,,2020-10-03,2016,TV-Y,1 Season,"For Como and his friends, each new adventure is a lesson on why it's important to be considerate — and to take care of one another!"
1891,TV Show,Qurious Como,,,2020-10-03,2017,TV-Y,1 Season,"Shrunk down in size, Como and his friends examine the wonder-filled world around them one item at a time, from foods to household goods."
1892,Movie,A Chaster Marriage,19623,Turkey,2020-10-02,2016,TV-14,94 min,"Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves."
1893,Movie,A Go! Go! Cory Carson Halloween,,,2020-10-02,2020,TV-Y,22 min,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?"
1894,TV Show,DreamWorks Happy Holidays from Madagascar,,United States,2020-10-02,2005,TV-PG,1 Season,Madagascar goes wild with holiday spirit in this set of Valentine's Day and Christmas-themed tales featuring everyone's favorite animal characters.
1895,TV Show,Emily in Paris,,United States,2020-10-02,2020,TV-MA,1 Season,"After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance."
1896,TV Show,H2O: Just Add Water,,Australia,2020-10-02,2009,TV-PG,3 Seasons,The gals in this fantasy series cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.
1897,Movie,Òlòtūré,32103,Nigeria,2020-10-02,2020,TV-MA,107 min,"In Lagos, a journalist goes undercover as a prostitute to expose human trafficking. What she finds is a world of exploited women and ruthless violence."
1898,Movie,Serious Men,12881,India,2020-10-02,2020,TV-MA,115 min,"When a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son."
1899,Movie,The Binding,15749,Italy,2020-10-02,2020,TV-MA,93 min,"While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter."
1900,Movie,Turkish Dance School,33174,Turkey,2020-10-02,2017,TV-MA,107 min,A woman recovering from an attempted suicide meets an aspiring doctor who takes a keen interest in her efforts to move forward in life through dance.
1901,Movie,Vampires vs. the Bronx,37753,United States,2020-10-02,2020,PG-13,86 min,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.
1902,Movie,You've Got This,10662,Mexico,2020-10-02,2020,TV-MA,112 min,An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.
1903,Movie,All Because of You,12984,Malaysia,2020-10-01,2020,TV-PG,102 min,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place."
1904,Movie,An Ordinary Man,3537,"Serbia, United States",2020-10-01,2017,R,91 min,"A war criminal in hiding begins to suspect that the maid, his only confidant and contact with the outside world, may be hiding something herself."
1905,Movie,Carlos Almaraz: Playing with Fire,,United States,2020-10-01,2019,TV-14,83 min,"Mixing archival footage with interviews, this film celebrates one of Los Angeles's most influential painters and Chicano art activists from the 1970s."
